payment_year,hcpcs_cpt_code,included_flag
2021,55605,yes
2021,55650,yes
2021,55680,yes
2021,55720,yes
2021,55725,yes
2021,55801,yes
2021,55810,yes
2021,55812,yes
2021,55815,yes
2021,55821,yes
2021,55831,yes
2021,55840,yes
2021,55842,yes
2021,55845,yes
2021,55865,yes
2021,55866,yes
2021,55870,yes
2021,55873,yes
2021,55875,yes
2021,55880,yes
2021,55899,yes
2021,55970,yes
2021,55980,yes
2021,56405,yes
2021,56420,yes
2021,56440,yes
2021,56441,yes
2021,56442,yes
2021,56501,yes
2021,56515,yes
2021,56620,yes
2021,56625,yes
2021,56630,yes
2021,56631,yes
2021,56632,yes
2021,56633,yes
2021,56634,yes
2021,56637,yes
2021,56640,yes
2021,56700,yes
2021,56740,yes
2021,56800,yes
2021,56805,yes
2021,56810,yes
2021,56820,yes
2021,56821,yes
2021,57000,yes
2021,57010,yes
2021,57020,yes
2021,57022,yes
2021,57023,yes
2021,57061,yes
2021,57065,yes
2021,57106,yes
2021,57107,yes
2021,57109,yes
2021,57110,yes
2021,57111,yes
2021,57120,yes
2021,57130,yes
2021,57135,yes
2021,57150,yes
2021,57155,yes
2021,57156,yes
2021,57160,yes
2021,57170,yes
2021,57180,yes
2021,57200,yes
2021,57210,yes
2021,57220,yes
2021,57230,yes
2021,57240,yes
2021,57250,yes
2021,57260,yes
2021,57265,yes
2021,57268,yes
2021,57270,yes
2021,57280,yes
2021,57282,yes
2021,57283,yes
2021,57284,yes
2021,57285,yes
2021,57287,yes
2021,57288,yes
2021,57289,yes
2021,57291,yes
2021,57292,yes
2021,57295,yes
2021,57296,yes
2021,57300,yes
2021,57305,yes
2021,57307,yes
2021,57308,yes
2021,57310,yes
2021,57311,yes
2021,57320,yes
2021,57330,yes
2021,57335,yes
2021,57400,yes
2021,57410,yes
2021,57415,yes
2021,57420,yes
2021,57423,yes
2021,57425,yes
2021,57426,yes
2021,57452,yes
2021,57456,yes
2021,57461,yes
2021,57505,yes
2021,57510,yes
2021,57511,yes
2021,57513,yes
2021,57520,yes
2021,57522,yes
2021,57530,yes
2021,57531,yes
2021,57540,yes
2021,57545,yes
2021,57550,yes
2021,57555,yes
2021,57556,yes
2021,57558,yes
2021,57700,yes
2021,57720,yes
2021,57800,yes
2021,58120,yes
2021,58140,yes
2021,58145,yes
2021,58146,yes
2021,58150,yes
2021,58152,yes
2021,58180,yes
2021,58200,yes
2021,58210,yes
2021,58240,yes
2021,58260,yes
2021,58262,yes
2021,58263,yes
2021,58267,yes
2021,58270,yes
2021,58275,yes
2021,58280,yes
2021,58285,yes
2021,58290,yes
2021,58291,yes
2021,58292,yes
2021,58294,yes
2021,58300,yes
2021,58301,yes
2021,58321,yes
2021,58322,yes
2021,58323,yes
2021,58345,yes
2021,58346,yes
2021,58353,yes
2021,58356,yes
2021,58400,yes
2021,58410,yes
2021,58520,yes
2021,58540,yes
2021,58541,yes
2021,58542,yes
2021,58543,yes
2021,58544,yes
2021,58545,yes
2021,58546,yes
2021,58548,yes
2021,58550,yes
2021,58552,yes
2021,58553,yes
2021,58554,yes
2021,58555,yes
2021,58558,yes
2021,58559,yes
2021,58560,yes
2021,58561,yes
2021,58562,yes
2021,58563,yes
2021,58565,yes
2021,58570,yes
2021,58571,yes
2021,58572,yes
2021,58573,yes
2021,58575,yes
2021,58578,yes
2021,58579,yes
2021,58600,yes
2021,58605,yes
2021,58615,yes
2021,58660,yes
2021,58661,yes
2021,58662,yes
2021,58670,yes
2021,58671,yes
2021,58672,yes
2021,58673,yes
2021,58674,yes
2021,58679,yes
2021,58700,yes
2021,58720,yes
2021,58740,yes
2021,58750,yes
2021,58752,yes
2021,58760,yes
2021,58770,yes
2021,58800,yes
2021,58805,yes
2021,58820,yes
2021,58822,yes
2021,58825,yes
2021,58920,yes
2021,58925,yes
2021,58940,yes
2021,58943,yes
2021,58950,yes
2021,58951,yes
2021,58952,yes
2021,58953,yes
2021,58954,yes
2021,58956,yes
2021,58957,yes
2021,58958,yes
2021,58960,yes
2021,58970,yes
2021,58974,yes
2021,58976,yes
2021,58999,yes
2021,59000,yes
2021,59001,yes
2021,59012,yes
2021,59015,yes
2021,59020,yes
2021,59025,yes
2021,59030,yes
2021,59050,yes
2021,59051,yes
2021,59070,yes
2021,59072,yes
2021,59074,yes
2021,59076,yes
2021,59100,yes
2021,59120,yes
2021,59121,yes
2021,59130,yes
2021,59135,yes
2021,59136,yes
2021,59140,yes
2021,59150,yes
2021,59151,yes
2021,59160,yes
2021,59200,yes
2021,59300,yes
2021,59320,yes
2021,59325,yes
2021,59350,yes
2021,59400,yes
2021,59409,yes
2021,59410,yes
2021,59412,yes
2021,59414,yes
2021,59425,yes
2021,59426,yes
2021,59430,yes
2021,59510,yes
2021,59514,yes
2021,59515,yes
2021,59610,yes
2021,59612,yes
2021,59614,yes
2021,59618,yes
2021,59620,yes
2021,59622,yes
2021,59820,yes
2021,59821,yes
2021,59830,yes
2021,59870,yes
2021,59871,yes
2021,59897,yes
2021,59898,yes
2021,59899,yes
2021,60000,yes
2021,60200,yes
2021,60210,yes
2021,60212,yes
2021,60220,yes
2021,60225,yes
2021,60240,yes
2021,60252,yes
2021,60254,yes
2021,60260,yes
2021,60270,yes
2021,60271,yes
2021,60280,yes
2021,60281,yes
2021,60300,yes
2021,60500,yes
2021,60502,yes
2021,60505,yes
2021,60520,yes
2021,60521,yes
2021,60522,yes
2021,60540,yes
2021,60545,yes
2021,60600,yes
2021,60605,yes
2021,60650,yes
2021,60659,yes
2021,60699,yes
2021,61000,yes
2021,61001,yes
2021,61020,yes
2021,61026,yes
2021,61050,yes
2021,61055,yes
2021,61070,yes
2021,61107,yes
2021,61108,yes
2021,61140,yes
2021,61150,yes
2021,61151,yes
2021,61154,yes
2021,61156,yes
2021,61210,yes
2021,61215,yes
2021,61250,yes
2021,61304,yes
2021,61305,yes
2021,61312,yes
2021,61313,yes
2021,61314,yes
2021,61315,yes
2021,61320,yes
2021,61321,yes
2021,61322,yes
2021,61323,yes
2021,61330,yes
2021,61333,yes
2021,61340,yes
2021,61343,yes
2021,61345,yes
2021,61450,yes
2021,61458,yes
2021,61460,yes
2021,61500,yes
2021,61501,yes
2021,61510,yes
2021,61512,yes
2021,61514,yes
2021,61516,yes
2021,61518,yes
2021,61519,yes
2021,61520,yes
2021,61521,yes
2021,61522,yes
2021,61524,yes
2021,61526,yes
2021,61530,yes
2021,61531,yes
2021,61533,yes
2021,61534,yes
2021,61535,yes
2021,61536,yes
2021,61537,yes
2021,61538,yes
2021,61539,yes
2021,61540,yes
2021,61541,yes
2021,61543,yes
2021,61544,yes
2021,61545,yes
2021,61546,yes
2021,61548,yes
2021,61550,yes
2021,61552,yes
2021,61556,yes
2021,61557,yes
2021,61558,yes
2021,61559,yes
2021,61563,yes
2021,61564,yes
2021,61566,yes
2021,61567,yes
2021,61570,yes
2021,61571,yes
2021,61575,yes
2021,61576,yes
2021,61580,yes
2021,61581,yes
2021,61582,yes
2021,61583,yes
2021,61584,yes
2021,61585,yes
2021,61586,yes
2021,61590,yes
2021,61591,yes
2021,61592,yes
2021,61595,yes
2021,61596,yes
2021,61597,yes
2021,61598,yes
2021,61600,yes
2021,61601,yes
2021,61605,yes
2021,61606,yes
2021,61607,yes
2021,61608,yes
2021,61613,yes
2021,61615,yes
2021,61616,yes
2021,61618,yes
2021,61619,yes
2021,61623,yes
2021,61624,yes
2021,61626,yes
2021,61630,yes
2021,61635,yes
2021,61640,yes
2021,61645,yes
2021,61650,yes
2021,61680,yes
2021,61682,yes
2021,61684,yes
2021,61686,yes
2021,61690,yes
2021,61692,yes
2021,61697,yes
2021,61698,yes
2021,61700,yes
2021,61702,yes
2021,61703,yes
2021,61705,yes
2021,61708,yes
2021,61710,yes
2021,61711,yes
2021,61720,yes
2021,61735,yes
2021,61751,yes
2021,61760,yes
2021,61770,yes
2021,61790,yes
2021,61791,yes
2021,61796,yes
2021,61798,yes
2021,61850,yes
2021,61860,yes
2021,61863,yes
2021,61867,yes
2021,61880,yes
2021,61885,yes
2021,61886,yes
2021,61888,yes
2021,62000,yes
2021,62005,yes
2021,62010,yes
2021,62100,yes
2021,62115,yes
2021,62117,yes
2021,62120,yes
2021,62121,yes
2021,62140,yes
2021,62141,yes
2021,62142,yes
2021,62143,yes
2021,62145,yes
2021,62146,yes
2021,62147,yes
2021,62161,yes
2021,62162,yes
2021,62164,yes
2021,62165,yes
2021,62180,yes
2021,62190,yes
2021,62192,yes
2021,62194,yes
2021,62200,yes
2021,62201,yes
2021,62220,yes
2021,62223,yes
2021,62225,yes
2021,62230,yes
2021,62252,yes
2021,62256,yes
2021,62258,yes
2021,62263,yes
2021,62264,yes
2021,62268,yes
2021,62272,yes
2021,62273,yes
2021,62280,yes
2021,62281,yes
2021,62282,yes
2021,62287,yes
2021,62292,yes
2021,62294,yes
2021,62320,yes
2021,62321,yes
2021,62322,yes
2021,62323,yes
2021,62324,yes
2021,62325,yes
2021,62326,yes
2021,62327,yes
2021,62329,yes
2021,62350,yes
2021,62351,yes
2021,62355,yes
2021,62360,yes
2021,62361,yes
2021,62362,yes
2021,62365,yes
2021,62367,yes
2021,62368,yes
2021,62369,yes
2021,62370,yes
2021,62380,yes
2021,63001,yes
2021,63003,yes
2021,63005,yes
2021,63011,yes
2021,63012,yes
2021,63015,yes
2021,63016,yes
2021,63017,yes
2021,63020,yes
2021,63030,yes
2021,63040,yes
2021,63042,yes
2021,63045,yes
2021,63046,yes
2021,63047,yes
2021,63050,yes
2021,63051,yes
2021,63055,yes
2021,63056,yes
2021,63064,yes
2021,63075,yes
2021,63077,yes
2021,63081,yes
2021,63085,yes
2021,63087,yes
2021,63090,yes
2021,63101,yes
2021,63102,yes
2021,63170,yes
2021,63172,yes
2021,63173,yes
2021,63185,yes
2021,63190,yes
2021,63191,yes
2021,63194,yes
2021,63195,yes
2021,63196,yes
2021,63197,yes
2021,63198,yes
2021,63199,yes
2021,63200,yes
2021,63250,yes
2021,63251,yes
2021,63252,yes
2021,63265,yes
2021,63266,yes
2021,63267,yes
2021,63268,yes
2021,63270,yes
2021,63271,yes
2021,63272,yes
2021,63273,yes
2021,63275,yes
2021,63276,yes
2021,63277,yes
2021,63278,yes
2021,63280,yes
2021,63281,yes
2021,63282,yes
2021,63283,yes
2021,63285,yes
2021,63286,yes
2021,63287,yes
2021,63290,yes
2021,63300,yes
2021,63301,yes
2021,63302,yes
2021,63303,yes
2021,63304,yes
2021,63305,yes
2021,63306,yes
2021,63307,yes
2021,63600,yes
2021,63610,yes
2021,63620,yes
2021,63650,yes
2021,63655,yes
2021,63661,yes
2021,63662,yes
2021,63663,yes
2021,63664,yes
2021,63685,yes
2021,63688,yes
2021,63700,yes
2021,63702,yes
2021,63704,yes
2021,63706,yes
2021,63707,yes
2021,63709,yes
2021,63710,yes
2021,63740,yes
2021,63741,yes
2021,63744,yes
2021,63746,yes
2021,64400,yes
2021,64405,yes
2021,64408,yes
2021,64415,yes
2021,64416,yes
2021,64417,yes
2021,64418,yes
2021,64420,yes
2021,64425,yes
2021,64430,yes
2021,64435,yes
2021,64445,yes
2021,64446,yes
2021,64447,yes
2021,64448,yes
2021,64449,yes
2021,64450,yes
2021,64451,yes
2021,64454,yes
2021,64455,yes
2021,64479,yes
2021,64483,yes
2021,64486,yes
2021,64487,yes
2021,64488,yes
2021,64489,yes
2021,64490,yes
2021,64493,yes
2021,64505,yes
2021,64510,yes
2021,64517,yes
2021,64520,yes
2021,64530,yes
2021,64553,yes
2021,64555,yes
2021,64561,yes
2021,64566,yes
2021,64568,yes
2021,64569,yes
2021,64570,yes
2021,64575,yes
2021,64580,yes
2021,64581,yes
2021,64585,yes
2021,64590,yes
2021,64595,yes
2021,64600,yes
2021,64605,yes
2021,64610,yes
2021,64611,yes
2021,64612,yes
2021,64615,yes
2021,64616,yes
2021,64617,yes
2021,64620,yes
2021,64624,yes
2021,64625,yes
2021,64630,yes
2021,64632,yes
2021,64633,yes
2021,64635,yes
2021,64640,yes
2021,64642,yes
2021,64644,yes
2021,64646,yes
2021,64647,yes
2021,64650,yes
2021,64653,yes
2021,64680,yes
2021,64681,yes
2021,64702,yes
2021,64704,yes
2021,64708,yes
2021,64712,yes
2021,64713,yes
2021,64714,yes
2021,64716,yes
2021,64718,yes
2021,64719,yes
2021,64721,yes
2021,64722,yes
2021,64726,yes
2021,64732,yes
2021,64734,yes
2021,64736,yes
2021,64738,yes
2021,64740,yes
2021,64742,yes
2021,64744,yes
2021,64746,yes
2021,64755,yes
2021,64760,yes
2021,64763,yes
2021,64766,yes
2021,64771,yes
2021,64772,yes
2021,64774,yes
2021,64776,yes
2021,64782,yes
2021,64784,yes
2021,64786,yes
2021,64788,yes
2021,64790,yes
2021,64792,yes
2021,64802,yes
2021,64804,yes
2021,64809,yes
2021,64818,yes
2021,64820,yes
2021,64821,yes
2021,64822,yes
2021,64823,yes
2021,64831,yes
2021,64834,yes
2021,64835,yes
2021,64836,yes
2021,64840,yes
2021,64856,yes
2021,64857,yes
2021,64858,yes
2021,64861,yes
2021,64862,yes
2021,64864,yes
2021,64865,yes
2021,64866,yes
2021,64868,yes
2021,64885,yes
2021,64886,yes
2021,64890,yes
2021,64891,yes
2021,64892,yes
2021,64893,yes
2021,64895,yes
2021,64896,yes
2021,64897,yes
2021,64898,yes
2021,64905,yes
2021,64907,yes
2021,64910,yes
2021,64911,yes
2021,64912,yes
2021,64999,yes
2021,65091,yes
2021,65093,yes
2021,65101,yes
2021,65103,yes
2021,65105,yes
2021,65110,yes
2021,65112,yes
2021,65114,yes
2021,65125,yes
2021,65130,yes
2021,65135,yes
2021,65140,yes
2021,65150,yes
2021,65155,yes
2021,65175,yes
2021,65205,yes
2021,65210,yes
2021,65220,yes
2021,65222,yes
2021,65235,yes
2021,65260,yes
2021,65265,yes
2021,65270,yes
2021,65272,yes
2021,65273,yes
2021,65275,yes
2021,65280,yes
2021,65285,yes
2021,65286,yes
2021,65290,yes
2021,65400,yes
2021,65420,yes
2021,65426,yes
2021,65430,yes
2021,65435,yes
2021,65436,yes
2021,65450,yes
2021,65600,yes
2021,65710,yes
2021,65730,yes
2021,65750,yes
2021,65755,yes
2021,65756,yes
2021,65760,yes
2021,65765,yes
2021,65767,yes
2021,65770,yes
2021,65771,yes
2021,65772,yes
2021,65775,yes
2021,65778,yes
2021,65779,yes
2021,65780,yes
2021,65781,yes
2021,65782,yes
2021,65785,yes
2021,65800,yes
2021,65810,yes
2021,65815,yes
2021,65820,yes
2021,65850,yes
2021,65855,yes
2021,65860,yes
2021,65865,yes
2021,65870,yes
2021,65875,yes
2021,65880,yes
2021,65900,yes
2021,65920,yes
2021,65930,yes
2021,66020,yes
2021,66030,yes
2021,66130,yes
2021,66150,yes
2021,66155,yes
2021,66160,yes
2021,66170,yes
2021,66172,yes
2021,66174,yes
2021,66175,yes
2021,66179,yes
2021,66180,yes
2021,66183,yes
2021,66184,yes
2021,66185,yes
2021,66225,yes
2021,66250,yes
2021,66500,yes
2021,66505,yes
2021,66600,yes
2021,66605,yes
2021,66625,yes
2021,66630,yes
2021,66635,yes
2021,66680,yes
2021,66682,yes
2021,66700,yes
2021,66710,yes
2021,66711,yes
2021,66720,yes
2021,66740,yes
2021,66761,yes
2021,66762,yes
2021,66770,yes
2021,66820,yes
2021,66821,yes
2021,66825,yes
2021,66830,yes
2021,66840,yes
2021,66850,yes
2021,66852,yes
2021,66920,yes
2021,66930,yes
2021,66940,yes
2021,66982,yes
2021,66983,yes
2021,66984,yes
2021,66985,yes
2021,66986,yes
2021,66987,yes
2021,66988,yes
2021,66999,yes
2021,67005,yes
2021,67010,yes
2021,67015,yes
2021,67025,yes
2021,67027,yes
2021,67028,yes
2021,67030,yes
2021,67031,yes
2021,67036,yes
2021,67039,yes
2021,67040,yes
2021,67041,yes
2021,67042,yes
2021,67043,yes
2021,67101,yes
2021,67105,yes
2021,67107,yes
2021,67108,yes
2021,67110,yes
2021,67113,yes
2021,67115,yes
2021,67120,yes
2021,67121,yes
2021,67141,yes
2021,67145,yes
2021,67208,yes
2021,67210,yes
2021,67218,yes
2021,67220,yes
2021,67221,yes
2021,67227,yes
2021,67228,yes
2021,67229,yes
2021,67250,yes
2021,67255,yes
2021,67299,yes
2021,67311,yes
2021,67312,yes
2021,67314,yes
2021,67316,yes
2021,67318,yes
2021,67343,yes
2021,67345,yes
2021,67399,yes
2021,67400,yes
2021,67405,yes
2021,67412,yes
2021,67413,yes
2021,67414,yes
2021,67415,yes
2021,67420,yes
2021,67430,yes
2021,67440,yes
2021,67445,yes
2021,67450,yes
2021,67500,yes
2021,67505,yes
2021,67515,yes
2021,67550,yes
2021,67560,yes
2021,67570,yes
2021,67599,yes
2021,67700,yes
2021,67710,yes
2021,67715,yes
2021,67800,yes
2021,67801,yes
2021,67805,yes
2021,67808,yes
2021,67820,yes
2021,67825,yes
2021,67830,yes
2021,67835,yes
2021,67840,yes
2021,67850,yes
2021,67875,yes
2021,67880,yes
2021,67882,yes
2021,67900,yes
2021,67901,yes
2021,67902,yes
2021,67903,yes
2021,67904,yes
2021,67906,yes
2021,67908,yes
2021,67909,yes
2021,67911,yes
2021,67912,yes
2021,67914,yes
2021,67915,yes
2021,67916,yes
2021,67917,yes
2021,67921,yes
2021,67922,yes
2021,67923,yes
2021,67924,yes
2021,67930,yes
2021,67935,yes
2021,67938,yes
2021,67950,yes
2021,67961,yes
2021,67966,yes
2021,67971,yes
2021,67973,yes
2021,67974,yes
2021,67975,yes
2021,67999,yes
2021,68020,yes
2021,68040,yes
2021,68110,yes
2021,68115,yes
2021,68130,yes
2021,68135,yes
2021,68200,yes
2021,68320,yes
2021,68325,yes
2021,68326,yes
2021,68328,yes
2021,68330,yes
2021,68335,yes
2021,68340,yes
2021,68360,yes
2021,68362,yes
2021,68371,yes
2021,68399,yes
2021,68400,yes
2021,68420,yes
2021,68440,yes
2021,68500,yes
2021,68505,yes
2021,68520,yes
2021,68530,yes
2021,68540,yes
2021,68550,yes
2021,68700,yes
2021,68705,yes
2021,68720,yes
2021,68745,yes
2021,68750,yes
2021,68760,yes
2021,68761,yes
2021,68770,yes
2021,68801,yes
2021,68810,yes
2021,68811,yes
2021,68815,yes
2021,68816,yes
2021,68840,yes
2021,68899,yes
2021,69000,yes
2021,69005,yes
2021,69020,yes
2021,69090,yes
2021,69110,yes
2021,69120,yes
2021,69140,yes
2021,69145,yes
2021,69150,yes
2021,69155,yes
2021,69200,yes
2021,69205,yes
2021,69209,yes
2021,69210,yes
2021,69220,yes
2021,69222,yes
2021,69300,yes
2021,69310,yes
2021,69320,yes
2021,69399,yes
2021,69420,yes
2021,69421,yes
2021,69424,yes
2021,69433,yes
2021,69436,yes
2021,69440,yes
2021,69450,yes
2021,69501,yes
2021,69502,yes
2021,69505,yes
2021,69511,yes
2021,69530,yes
2021,69535,yes
2021,69540,yes
2021,69550,yes
2021,69552,yes
2021,69554,yes
2021,69601,yes
2021,69602,yes
2021,69603,yes
2021,69604,yes
2021,69610,yes
2021,69620,yes
2021,69631,yes
2021,69632,yes
2021,69633,yes
2021,69635,yes
2021,69636,yes
2021,69637,yes
2021,69641,yes
2021,69642,yes
2021,69643,yes
2021,69644,yes
2021,69645,yes
2021,69646,yes
2021,69650,yes
2021,69660,yes
2021,69661,yes
2021,69662,yes
2021,69666,yes
2021,69667,yes
2021,69670,yes
2021,69676,yes
2021,69700,yes
2021,69705,yes
2021,69706,yes
2021,69710,yes
2021,69711,yes
2021,69714,yes
2021,69715,yes
2021,69717,yes
2021,69718,yes
2021,69720,yes
2021,69725,yes
2021,69740,yes
2021,69745,yes
2021,69799,yes
2021,69801,yes
2021,69805,yes
2021,69806,yes
2021,69905,yes
2021,69910,yes
2021,69915,yes
2021,69930,yes
2021,69949,yes
2021,69950,yes
2021,69955,yes
2021,69960,yes
2021,69970,yes
2021,69979,yes
2021,77261,yes
2021,77262,yes
2021,77263,yes
2021,77280,yes
2021,77285,yes
2021,77290,yes
2021,77295,yes
2021,77299,yes
2021,77300,yes
2021,77301,yes
2021,77306,yes
2021,77307,yes
2021,77316,yes
2021,77317,yes
2021,77318,yes
2021,77321,yes
2021,77331,yes
2021,77371,yes
2021,77372,yes
2021,77373,yes
2021,77385,yes
2021,77386,yes
2021,77399,yes
2021,77401,yes
2021,77402,yes
2021,77407,yes
2021,77412,yes
2021,77417,yes
2021,77423,yes
2021,77424,yes
2021,77425,yes
2021,77427,yes
2021,77431,yes
2021,77432,yes
2021,77435,yes
2021,77469,yes
2021,77470,yes
2021,77499,yes
2021,77520,yes
2021,77522,yes
2021,77523,yes
2021,77525,yes
2021,77600,yes
2021,77605,yes
2021,77610,yes
2021,77615,yes
2021,77620,yes
2021,77750,yes
2021,77761,yes
2021,77762,yes
2021,77763,yes
2021,77767,yes
2021,77768,yes
2021,77770,yes
2021,77771,yes
2021,77772,yes
2021,77778,yes
2021,77789,yes
2021,77790,yes
2021,77799,yes
2021,79005,yes
2021,79101,yes
2021,79200,yes
2021,79300,yes
2021,79403,yes
2021,79440,yes
2021,79445,yes
2021,79999,yes
2021,90791,yes
2021,90792,yes
2021,90832,yes
2021,90834,yes
2021,90837,yes
2021,90839,yes
2021,90845,yes
2021,90846,yes
2021,90847,yes
2021,90849,yes
2021,90853,yes
2021,90865,yes
2021,90867,yes
2021,90868,yes
2021,90869,yes
2021,90870,yes
2021,90875,yes
2021,90876,yes
2021,90880,yes
2021,90912,yes
2021,90935,yes
2021,90937,yes
2021,90940,yes
2021,90945,yes
2021,90947,yes
2021,90951,yes
2021,90952,yes
2021,90953,yes
2021,90954,yes
2021,90955,yes
2021,90956,yes
2021,90957,yes
2021,90958,yes
2021,90959,yes
2021,90960,yes
2021,90961,yes
2021,90962,yes
2021,90963,yes
2021,90964,yes
2021,90965,yes
2021,90966,yes
2021,90967,yes
2021,90968,yes
2021,90969,yes
2021,90970,yes
2021,90989,yes
2021,90993,yes
2021,90997,yes
2021,90999,yes
2021,92002,yes
2021,92004,yes
2021,92012,yes
2021,92014,yes
2021,92015,yes
2021,92018,yes
2021,92019,yes
2021,92020,yes
2021,92025,yes
2021,92060,yes
2021,92065,yes
2021,92071,yes
2021,92072,yes
2021,92081,yes
2021,92082,yes
2021,92083,yes
2021,92100,yes
2021,92132,yes
2021,92133,yes
2021,92134,yes
2021,92136,yes
2021,92145,yes
2021,92201,yes
2021,92202,yes
2021,92227,yes
2021,92228,yes
2021,92229,yes
2021,92230,yes
2021,92235,yes
2021,92240,yes
2021,92242,yes
2021,92250,yes
2021,92260,yes
2021,92265,yes
2021,92270,yes
2021,92273,yes
2021,92274,yes
2021,92283,yes
2021,92284,yes
2021,92285,yes
2021,92286,yes
2021,92287,yes
2021,92502,yes
2021,92504,yes
2021,92507,yes
2021,92508,yes
2021,92517,yes
2021,92518,yes
2021,92519,yes
2021,92521,yes
2021,92522,yes
2021,92523,yes
2021,92524,yes
2021,92526,yes
2021,92550,yes
2021,92551,yes
2021,92552,yes
2021,92553,yes
2021,92555,yes
2021,92556,yes
2021,92557,yes
2021,92558,yes
2021,92559,yes
2021,92560,yes
2021,92561,yes
2021,92562,yes
2021,92563,yes
2021,92564,yes
2021,92565,yes
2021,92567,yes
2021,92568,yes
2021,92570,yes
2021,92571,yes
2021,92572,yes
2021,92575,yes
2021,92576,yes
2021,92577,yes
2021,92579,yes
2021,92582,yes
2021,92583,yes
2021,92584,yes
2021,92587,yes
2021,92588,yes
2021,92590,yes
2021,92591,yes
2021,92592,yes
2021,92593,yes
2021,92594,yes
2021,92595,yes
2021,92601,yes
2021,92602,yes
2021,92603,yes
2021,92604,yes
2021,92605,yes
2021,92606,yes
2021,92607,yes
2021,92609,yes
2021,92620,yes
2021,92625,yes
2021,92626,yes
2021,92630,yes
2021,92633,yes
2021,92640,yes
2021,92650,yes
2021,92651,yes
2021,92652,yes
2021,92653,yes
2021,92700,yes
2021,92920,yes
2021,92924,yes
2021,92928,yes
2021,92933,yes
2021,92937,yes
2021,92941,yes
2021,92943,yes
2021,92950,yes
2021,92953,yes
2021,92960,yes
2021,92961,yes
2021,92970,yes
2021,92971,yes
2021,92975,yes
2021,92977,yes
2021,92986,yes
2021,92987,yes
2021,92990,yes
2021,92997,yes
2021,93260,yes
2021,93261,yes
2021,93264,yes
2021,93279,yes
2021,93280,yes
2021,93281,yes
2021,93282,yes
2021,93283,yes
2021,93284,yes
2021,93285,yes
2021,93286,yes
2021,93287,yes
2021,93288,yes
2021,93289,yes
2021,93290,yes
2021,93291,yes
2021,93292,yes
2021,93303,yes
2021,93304,yes
2021,93306,yes
2021,93307,yes
2021,93308,yes
2021,93312,yes
2021,93313,yes
2021,93314,yes
2021,93315,yes
2021,93316,yes
2021,93317,yes
2021,93318,yes
2021,93350,yes
2021,93351,yes
2021,93451,yes
2021,93452,yes
2021,93453,yes
2021,93454,yes
2021,93455,yes
2021,93456,yes
2021,93457,yes
2021,93458,yes
2021,93459,yes
2021,93460,yes
2021,93461,yes
2021,93503,yes
2021,93530,yes
2021,93531,yes
2021,93532,yes
2021,93533,yes
2021,93580,yes
2021,93581,yes
2021,93582,yes
2021,93583,yes
2021,93590,yes
2021,93591,yes
2021,93650,yes
2021,93653,yes
2021,93654,yes
2021,93656,yes
2021,93797,yes
2021,93798,yes
2021,94002,yes
2021,94003,yes
2021,94004,yes
2021,94005,yes
2021,94610,yes
2021,94640,yes
2021,94642,yes
2021,94644,yes
2021,94660,yes
2021,94662,yes
2021,94664,yes
2021,94667,yes
2021,94668,yes
2021,94669,yes
2021,95115,yes
2021,95117,yes
2021,95120,yes
2021,95125,yes
2021,95130,yes
2021,95131,yes
2021,95132,yes
2021,95133,yes
2021,95134,yes
2021,95144,yes
2021,95145,yes
2021,95146,yes
2021,95147,yes
2021,95148,yes
2021,95149,yes
2021,95165,yes
2021,95170,yes
2021,95180,yes
2021,95199,yes
2021,95836,yes
2021,95976,yes
2021,95977,yes
2021,95983,yes
2021,95991,yes
2021,95992,yes
2021,96004,yes
2021,96020,yes
2021,96040,yes
2021,96105,yes
2021,96110,yes
2021,96112,yes
2021,96116,yes
2021,96125,yes
2021,96127,yes
2021,96130,yes
2021,96132,yes
2021,96136,yes
2021,96360,yes
2021,96365,yes
2021,96369,yes
2021,96372,yes
2021,96373,yes
2021,96374,yes
2021,96379,yes
2021,96401,yes
2021,96402,yes
2021,96405,yes
2021,96406,yes
2021,96409,yes
2021,96413,yes
2021,96416,yes
2021,96420,yes
2021,96422,yes
2021,96425,yes
2021,96440,yes
2021,96446,yes
2021,96450,yes
2021,96521,yes
2021,96522,yes
2021,96523,yes
2021,96542,yes
2021,96549,yes
2021,96567,yes
2021,96573,yes
2021,96574,yes
2021,96900,yes
2021,96910,yes
2021,96912,yes
2021,96913,yes
2021,96920,yes
2021,96921,yes
2021,96922,yes
2021,96999,yes
2021,97010,yes
2021,97012,yes
2021,97014,yes
2021,97016,yes
2021,97018,yes
2021,97022,yes
2021,97024,yes
2021,97026,yes
2021,97028,yes
2021,97032,yes
2021,97033,yes
2021,97034,yes
2021,97035,yes
2021,97036,yes
2021,97039,yes
2021,97110,yes
2021,97112,yes
2021,97113,yes
2021,97116,yes
2021,97124,yes
2021,97129,yes
2021,97139,yes
2021,97140,yes
2021,97150,yes
2021,97151,yes
2021,97153,yes
2021,97154,yes
2021,97155,yes
2021,97156,yes
2021,97157,yes
2021,97158,yes
2021,97161,yes
2021,97162,yes
2021,97163,yes
2021,97164,yes
2021,97165,yes
2021,97166,yes
2021,97167,yes
2021,97168,yes
2021,97530,yes
2021,97533,yes
2021,97535,yes
2021,97537,yes
2021,97542,yes
2021,97545,yes
2021,97597,yes
2021,97602,yes
2021,97605,yes
2021,97606,yes
2021,97607,yes
2021,97608,yes
