diagnosis_code,cms_hcc_esrd_v21,cms_hcc_esrd_v24,cms_hcc_v22,cms_hcc_v24,cms_hcc_v28,rx_hcc_v05,rx_hcc_v08
M01X69,39,39,39,39,92,,
M01X71,39,39,39,39,92,,
M01X72,39,39,39,39,92,,
M01X79,39,39,39,39,92,,
M01X8,39,39,39,39,92,,
M01X9,39,39,39,39,92,,
M0210,39,39,39,39,92,,
M02111,39,39,39,39,92,,
M02112,39,39,39,39,92,,
M02119,39,39,39,39,92,,
M02121,39,39,39,39,92,,
M02122,39,39,39,39,92,,
M02129,39,39,39,39,92,,
M02131,39,39,39,39,92,,
M02132,39,39,39,39,92,,
M02139,39,39,39,39,92,,
M02141,39,39,39,39,92,,
M02142,39,39,39,39,92,,
M02149,39,39,39,39,92,,
M02151,39,39,39,39,92,,
M02152,39,39,39,39,92,,
M02159,39,39,39,39,92,,
M02161,39,39,39,39,92,,
M02162,39,39,39,39,92,,
M02169,39,39,39,39,92,,
M02171,39,39,39,39,92,,
M02172,39,39,39,39,92,,
M02179,39,39,39,39,92,,
M0218,39,39,39,39,92,,
M0219,39,39,39,39,92,,
M0230,40,40,40,40,94,83,83
M02311,40,40,40,40,94,83,83
M02312,40,40,40,40,94,83,83
M02319,40,40,40,40,94,83,83
M02321,40,40,40,40,94,83,83
M02322,40,40,40,40,94,83,83
M02329,40,40,40,40,94,83,83
M02331,40,40,40,40,94,83,83
M02332,40,40,40,40,94,83,83
M02339,40,40,40,40,94,83,83
M02341,40,40,40,40,94,83,83
M02342,40,40,40,40,94,83,83
M02349,40,40,40,40,94,83,83
M02351,40,40,40,40,94,83,83
M02352,40,40,40,40,94,83,83
M02359,40,40,40,40,94,83,83
M02361,40,40,40,40,94,83,83
M02362,40,40,40,40,94,83,83
M02369,40,40,40,40,94,83,83
M02371,40,40,40,40,94,83,83
M02372,40,40,40,40,94,83,83
M02379,40,40,40,40,94,83,83
M0238,40,40,40,40,94,83,83
M0239,40,40,40,40,94,83,83
M0280,39,39,39,39,92,,
M02811,39,39,39,39,92,,
M02812,39,39,39,39,92,,
M02819,39,39,39,39,92,,
M02821,39,39,39,39,92,,
M02822,39,39,39,39,92,,
M02829,39,39,39,39,92,,
M02831,39,39,39,39,92,,
M02832,39,39,39,39,92,,
M02839,39,39,39,39,92,,
M02841,39,39,39,39,92,,
M02842,39,39,39,39,92,,
M02849,39,39,39,39,92,,
M02851,39,39,39,39,92,,
M02852,39,39,39,39,92,,
M02859,39,39,39,39,92,,
M02861,39,39,39,39,92,,
M02862,39,39,39,39,92,,
M02869,39,39,39,39,92,,
M02871,39,39,39,39,92,,
M02872,39,39,39,39,92,,
M02879,39,39,39,39,92,,
M0288,39,39,39,39,92,,
M0289,39,39,39,39,92,,
M029,39,39,39,39,92,,
M041,40,40,40,40,94,83,83
M042,40,40,40,40,94,83,83
M048,40,40,40,40,94,83,83
M049,40,40,40,40,94,83,83
M0500,40,40,40,40,93,83,83
M05011,40,40,40,40,93,83,83
M05012,40,40,40,40,93,83,83
M05019,40,40,40,40,93,83,83
M05021,40,40,40,40,93,83,83
M05022,40,40,40,40,93,83,83
M05029,40,40,40,40,93,83,83
M05031,40,40,40,40,93,83,83
M05032,40,40,40,40,93,83,83
M05039,40,40,40,40,93,83,83
M05041,40,40,40,40,93,83,83
M05042,40,40,40,40,93,83,83
M05049,40,40,40,40,93,83,83
M05051,40,40,40,40,93,83,83
M05052,40,40,40,40,93,83,83
M05059,40,40,40,40,93,83,83
M05061,40,40,40,40,93,83,83
M05062,40,40,40,40,93,83,83
M05069,40,40,40,40,93,83,83
M05071,40,40,40,40,93,83,83
M05072,40,40,40,40,93,83,83
M05079,40,40,40,40,93,83,83
M0509,40,40,40,40,93,83,83
M0510,40,40,40,40,93,83,83
M05111,40,40,40,40,93,83,83
M05112,40,40,40,40,93,83,83
M05119,40,40,40,40,93,83,83
M05121,40,40,40,40,93,83,83
M05122,40,40,40,40,93,83,83
M05129,40,40,40,40,93,83,83
M05131,40,40,40,40,93,83,83
M05132,40,40,40,40,93,83,83
M05139,40,40,40,40,93,83,83
M05141,40,40,40,40,93,83,83
M05142,40,40,40,40,93,83,83
M05149,40,40,40,40,93,83,83
M05151,40,40,40,40,93,83,83
M05152,40,40,40,40,93,83,83
M05159,40,40,40,40,93,83,83
M05161,40,40,40,40,93,83,83
M05162,40,40,40,40,93,83,83
M05169,40,40,40,40,93,83,83
M05171,40,40,40,40,93,83,83
M05172,40,40,40,40,93,83,83
M05179,40,40,40,40,93,83,83
M0519,40,40,40,40,93,83,83
M0520,40,40,40,40,93,83,83
M05211,40,40,40,40,93,83,83
M05212,40,40,40,40,93,83,83
M05219,40,40,40,40,93,83,83
M05221,40,40,40,40,93,83,83
M05222,40,40,40,40,93,83,83
M05229,40,40,40,40,93,83,83
M05231,40,40,40,40,93,83,83
M05232,40,40,40,40,93,83,83
M05239,40,40,40,40,93,83,83
M05241,40,40,40,40,93,83,83
M05242,40,40,40,40,93,83,83
M05249,40,40,40,40,93,83,83
M05251,40,40,40,40,93,83,83
M05252,40,40,40,40,93,83,83
M05259,40,40,40,40,93,83,83
M05261,40,40,40,40,93,83,83
M05262,40,40,40,40,93,83,83
M05269,40,40,40,40,93,83,83
M05271,40,40,40,40,93,83,83
M05272,40,40,40,40,93,83,83
M05279,40,40,40,40,93,83,83
M0529,40,40,40,40,93,83,83
M0530,40,40,40,40,93,83,83
M05311,40,40,40,40,93,83,83
M05312,40,40,40,40,93,83,83
M05319,40,40,40,40,93,83,83
M05321,40,40,40,40,93,83,83
M05322,40,40,40,40,93,83,83
M05329,40,40,40,40,93,83,83
M05331,40,40,40,40,93,83,83
M05332,40,40,40,40,93,83,83
M05339,40,40,40,40,93,83,83
M05341,40,40,40,40,93,83,83
M05342,40,40,40,40,93,83,83
M05349,40,40,40,40,93,83,83
M05351,40,40,40,40,93,83,83
M05352,40,40,40,40,93,83,83
M05359,40,40,40,40,93,83,83
M05361,40,40,40,40,93,83,83
M05362,40,40,40,40,93,83,83
M05369,40,40,40,40,93,83,83
M05371,40,40,40,40,93,83,83
M05372,40,40,40,40,93,83,83
M05379,40,40,40,40,93,83,83
M0539,40,40,40,40,93,83,83
M0540,40,40,40,40,93,83,83
M0540,75,,,,,,
M05411,40,40,40,40,93,83,83
M05411,75,,,,,,
M05412,40,40,40,40,93,83,83
M05412,75,,,,,,
M05419,40,40,40,40,93,83,83
M05419,75,,,,,,
M05421,40,40,40,40,93,83,83
M05421,75,,,,,,
M05422,40,40,40,40,93,83,83
M05422,75,,,,,,
M05429,40,40,40,40,93,83,83
M05429,75,,,,,,
M05431,40,40,40,40,93,83,83
M05431,75,,,,,,
M05432,40,40,40,40,93,83,83
M05432,75,,,,,,
M05439,40,40,40,40,93,83,83
M05439,75,,,,,,
M05441,40,40,40,40,93,83,83
M05441,75,,,,,,
M05442,40,40,40,40,93,83,83
M05442,75,,,,,,
M05449,40,40,40,40,93,83,83
M05449,75,,,,,,
M05451,40,40,40,40,93,83,83
M05451,75,,,,,,
M05452,40,40,40,40,93,83,83
M05452,75,,,,,,
M05459,40,40,40,40,93,83,83
M05459,75,,,,,,
M05461,40,40,40,40,93,83,83
M05461,75,,,,,,
M05462,40,40,40,40,93,83,83
M05462,75,,,,,,
M05469,40,40,40,40,93,83,83
M05469,75,,,,,,
M05471,40,40,40,40,93,83,83
M05471,75,,,,,,
M05472,40,40,40,40,93,83,83
M05472,75,,,,,,
M05479,40,40,40,40,93,83,83
M05479,75,,,,,,
M0549,40,40,40,40,93,83,83
M0549,75,,,,,,
M0550,40,40,40,40,93,83,83
M0550,75,75,75,75,,159,158
M05511,40,40,40,40,93,83,83
M05511,75,75,75,75,,159,158
M05512,40,40,40,40,93,83,83
M05512,75,75,75,75,,159,158
M05519,40,40,40,40,93,83,83
M05519,75,75,75,75,,159,158
M05521,40,40,40,40,93,83,83
M05521,75,75,75,75,,159,158
M05522,40,40,40,40,93,83,83
M05522,75,75,75,75,,159,158
M05529,40,40,40,40,93,83,83
M05529,75,75,75,75,,159,158
M05531,40,40,40,40,93,83,83
M05531,75,75,75,75,,159,158
M05532,40,40,40,40,93,83,83
M05532,75,75,75,75,,159,158
M05539,40,40,40,40,93,83,83
M05539,75,75,75,75,,159,158
M05541,40,40,40,40,93,83,83
M05541,75,75,75,75,,159,158
M05542,40,40,40,40,93,83,83
M05542,75,75,75,75,,159,158
M05549,40,40,40,40,93,83,83
M05549,75,75,75,75,,159,158
M05551,40,40,40,40,93,83,83
M05551,75,75,75,75,,159,158
M05552,40,40,40,40,93,83,83
M05552,75,75,75,75,,159,158
M05559,40,40,40,40,93,83,83
M05559,75,75,75,75,,159,158
M05561,40,40,40,40,93,83,83
M05561,75,75,75,75,,159,158
M05562,40,40,40,40,93,83,83
M05562,75,75,75,75,,159,158
M05569,40,40,40,40,93,83,83
M05569,75,75,75,75,,159,158
M05571,40,40,40,40,93,83,83
M05571,75,75,75,75,,159,158
M05572,40,40,40,40,93,83,83
M05572,75,75,75,75,,159,158
M05579,40,40,40,40,93,83,83
M05579,75,75,75,75,,159,158
M0559,40,40,40,40,93,83,83
M0559,75,75,75,75,,159,158
M0560,40,40,40,40,93,83,83
M05611,40,40,40,40,93,83,83
M05612,40,40,40,40,93,83,83
M05619,40,40,40,40,93,83,83
M05621,40,40,40,40,93,83,83
M05622,40,40,40,40,93,83,83
M05629,40,40,40,40,93,83,83
M05631,40,40,40,40,93,83,83
M05632,40,40,40,40,93,83,83
M05639,40,40,40,40,93,83,83
M05641,40,40,40,40,93,83,83
M05642,40,40,40,40,93,83,83
M05649,40,40,40,40,93,83,83
M05651,40,40,40,40,93,83,83
M05652,40,40,40,40,93,83,83
M05659,40,40,40,40,93,83,83
M05661,40,40,40,40,93,83,83
M05662,40,40,40,40,93,83,83
M05669,40,40,40,40,93,83,83
M05671,40,40,40,40,93,83,83
M05672,40,40,40,40,93,83,83
M05679,40,40,40,40,93,83,83
M0569,40,40,40,40,93,83,83
M0570,40,40,40,40,93,83,83
M05711,40,40,40,40,93,83,83
M05712,40,40,40,40,93,83,83
M05719,40,40,40,40,93,83,83
M05721,40,40,40,40,93,83,83
M05722,40,40,40,40,93,83,83
M05729,40,40,40,40,93,83,83
M05731,40,40,40,40,93,83,83
M05732,40,40,40,40,93,83,83
M05739,40,40,40,40,93,83,83
M05741,40,40,40,40,93,83,83
M05742,40,40,40,40,93,83,83
M05749,40,40,40,40,93,83,83
M05751,40,40,40,40,93,83,83
M05752,40,40,40,40,93,83,83
M05759,40,40,40,40,93,83,83
M05761,40,40,40,40,93,83,83
M05762,40,40,40,40,93,83,83
M05769,40,40,40,40,93,83,83
M05771,40,40,40,40,93,83,83
M05772,40,40,40,40,93,83,83
M05779,40,40,40,40,93,83,83
M0579,40,40,40,40,93,83,83
M057A,40,40,40,40,93,83,83
M0580,40,40,40,40,93,83,83
M05811,40,40,40,40,93,83,83
M05812,40,40,40,40,93,83,83
M05819,40,40,40,40,93,83,83
M05821,40,40,40,40,93,83,83
M05822,40,40,40,40,93,83,83
M05829,40,40,40,40,93,83,83
M05831,40,40,40,40,93,83,83
M05832,40,40,40,40,93,83,83
M05839,40,40,40,40,93,83,83
M05841,40,40,40,40,93,83,83
M05842,40,40,40,40,93,83,83
M05849,40,40,40,40,93,83,83
M05851,40,40,40,40,93,83,83
M05852,40,40,40,40,93,83,83
M05859,40,40,40,40,93,83,83
M05861,40,40,40,40,93,83,83
M05862,40,40,40,40,93,83,83
M05869,40,40,40,40,93,83,83
M05871,40,40,40,40,93,83,83
M05872,40,40,40,40,93,83,83
M05879,40,40,40,40,93,83,83
M0589,40,40,40,40,93,83,83
M058A,40,40,40,40,93,83,83
M059,40,40,40,40,93,83,83
M0600,40,40,40,40,93,83,83
M06011,40,40,40,40,93,83,83
M06012,40,40,40,40,93,83,83
M06019,40,40,40,40,93,83,83
M06021,40,40,40,40,93,83,83
M06022,40,40,40,40,93,83,83
M06029,40,40,40,40,93,83,83
M06031,40,40,40,40,93,83,83
M06032,40,40,40,40,93,83,83
M06039,40,40,40,40,93,83,83
M06041,40,40,40,40,93,83,83
M06042,40,40,40,40,93,83,83
M06049,40,40,40,40,93,83,83
M06051,40,40,40,40,93,83,83
M06052,40,40,40,40,93,83,83
M06059,40,40,40,40,93,83,83
M06061,40,40,40,40,93,83,83
M06062,40,40,40,40,93,83,83
M06069,40,40,40,40,93,83,83
M06071,40,40,40,40,93,83,83
M06072,40,40,40,40,93,83,83
M06079,40,40,40,40,93,83,83
M0608,40,40,40,40,93,83,83
M0609,40,40,40,40,93,83,83
M060A,40,40,40,40,93,83,83
M061,40,40,40,40,93,83,83
M0620,40,40,40,40,93,83,83
M06211,40,40,40,40,93,83,83
M06212,40,40,40,40,93,83,83
M06219,40,40,40,40,93,83,83
M06221,40,40,40,40,93,83,83
M06222,40,40,40,40,93,83,83
M06229,40,40,40,40,93,83,83
M06231,40,40,40,40,93,83,83
M06232,40,40,40,40,93,83,83
M06239,40,40,40,40,93,83,83
M06241,40,40,40,40,93,83,83
M06242,40,40,40,40,93,83,83
M06249,40,40,40,40,93,83,83
M06251,40,40,40,40,93,83,83
M06252,40,40,40,40,93,83,83
M06259,40,40,40,40,93,83,83
M06261,40,40,40,40,93,83,83
M06262,40,40,40,40,93,83,83
M06269,40,40,40,40,93,83,83
M06271,40,40,40,40,93,83,83
M06272,40,40,40,40,93,83,83
M06279,40,40,40,40,93,83,83
M0628,40,40,40,40,93,83,83
M0629,40,40,40,40,93,83,83
M0630,40,40,40,40,93,83,83
M06311,40,40,40,40,93,83,83
M06312,40,40,40,40,93,83,83
M06319,40,40,40,40,93,83,83
M06321,40,40,40,40,93,83,83
M06322,40,40,40,40,93,83,83
M06329,40,40,40,40,93,83,83
M06331,40,40,40,40,93,83,83
M06332,40,40,40,40,93,83,83
M06339,40,40,40,40,93,83,83
M06341,40,40,40,40,93,83,83
M06342,40,40,40,40,93,83,83
M06349,40,40,40,40,93,83,83
M06351,40,40,40,40,93,83,83
M06352,40,40,40,40,93,83,83
M06359,40,40,40,40,93,83,83
M06361,40,40,40,40,93,83,83
M06362,40,40,40,40,93,83,83
M06369,40,40,40,40,93,83,83
M06371,40,40,40,40,93,83,83
M06372,40,40,40,40,93,83,83
M06379,40,40,40,40,93,83,83
M0638,40,40,40,40,93,83,83
M0639,40,40,40,40,93,83,83
M064,40,40,40,40,94,83,83
M0680,40,40,40,40,93,83,83
M06811,40,40,40,40,93,83,83
M06812,40,40,40,40,93,83,83
M06819,40,40,40,40,93,83,83
M06821,40,40,40,40,93,83,83
M06822,40,40,40,40,93,83,83
M06829,40,40,40,40,93,83,83
M06831,40,40,40,40,93,83,83
M06832,40,40,40,40,93,83,83
M06839,40,40,40,40,93,83,83
M06841,40,40,40,40,93,83,83
M06842,40,40,40,40,93,83,83
M06849,40,40,40,40,93,83,83
M06851,40,40,40,40,93,83,83
M06852,40,40,40,40,93,83,83
M06859,40,40,40,40,93,83,83
M06861,40,40,40,40,93,83,83
M06862,40,40,40,40,93,83,83
M06869,40,40,40,40,93,83,83
M06871,40,40,40,40,93,83,83
M06872,40,40,40,40,93,83,83
M06879,40,40,40,40,93,83,83
M0688,40,40,40,40,93,83,83
M0689,40,40,40,40,93,83,83
M068A,40,40,40,40,93,83,83
M069,40,40,40,40,93,83,83
M0800,40,40,40,40,93,83,83
M08011,40,40,40,40,93,83,83
M08012,40,40,40,40,93,83,83
M08019,40,40,40,40,93,83,83
M08021,40,40,40,40,93,83,83
M08022,40,40,40,40,93,83,83
M08029,40,40,40,40,93,83,83
M08031,40,40,40,40,93,83,83
M08032,40,40,40,40,93,83,83
M08039,40,40,40,40,93,83,83
M08041,40,40,40,40,93,83,83
M08042,40,40,40,40,93,83,83
M08049,40,40,40,40,93,83,83
M08051,40,40,40,40,93,83,83
M08052,40,40,40,40,93,83,83
M08059,40,40,40,40,93,83,83
M08061,40,40,40,40,93,83,83
M08062,40,40,40,40,93,83,83
M08069,40,40,40,40,93,83,83
M08071,40,40,40,40,93,83,83
M08072,40,40,40,40,93,83,83
M08079,40,40,40,40,93,83,83
M0808,40,40,40,40,93,83,83
M0809,40,40,40,40,93,83,83
M080A,40,40,40,40,93,83,83
M081,40,40,40,40,93,84,83
M0820,40,40,40,40,93,83,83
M08211,40,40,40,40,93,83,83
M08212,40,40,40,40,93,83,83
M08219,40,40,40,40,93,83,83
M08221,40,40,40,40,93,83,83
M08222,40,40,40,40,93,83,83
M08229,40,40,40,40,93,83,83
M08231,40,40,40,40,93,83,83
M08232,40,40,40,40,93,83,83
M08239,40,40,40,40,93,83,83
M08241,40,40,40,40,93,83,83
M08242,40,40,40,40,93,83,83
M08249,40,40,40,40,93,83,83
M08251,40,40,40,40,93,83,83
M08252,40,40,40,40,93,83,83
M08259,40,40,40,40,93,83,83
M08261,40,40,40,40,93,83,83
M08262,40,40,40,40,93,83,83
M08269,40,40,40,40,93,83,83
M08271,40,40,40,40,93,83,83
M08272,40,40,40,40,93,83,83
M08279,40,40,40,40,93,83,83
M0828,40,40,40,40,93,83,83
M0829,40,40,40,40,93,83,83
M082A,40,40,40,40,93,83,83
M083,40,40,40,40,93,83,83
M0840,40,40,40,40,93,83,83
M08411,40,40,40,40,93,83,83
M08412,40,40,40,40,93,83,83
M08419,40,40,40,40,93,83,83
M08421,40,40,40,40,93,83,83
M08422,40,40,40,40,93,83,83
M08429,40,40,40,40,93,83,83
M08431,40,40,40,40,93,83,83
M08432,40,40,40,40,93,83,83
M08439,40,40,40,40,93,83,83
M08441,40,40,40,40,93,83,83
M08442,40,40,40,40,93,83,83
M08449,40,40,40,40,93,83,83
M08451,40,40,40,40,93,83,83
M08452,40,40,40,40,93,83,83
M08459,40,40,40,40,93,83,83
M08461,40,40,40,40,93,83,83
M08462,40,40,40,40,93,83,83
M08469,40,40,40,40,93,83,83
M08471,40,40,40,40,93,83,83
M08472,40,40,40,40,93,83,83
M08479,40,40,40,40,93,83,83
M0848,40,40,40,40,93,83,83
M084A,40,40,40,40,93,83,83
M0880,40,40,40,40,93,83,83
M08811,40,40,40,40,93,83,83
M08812,40,40,40,40,93,83,83
M08819,40,40,40,40,93,83,83
M08821,40,40,40,40,93,83,83
M08822,40,40,40,40,93,83,83
M08829,40,40,40,40,93,83,83
M08831,40,40,40,40,93,83,83
M08832,40,40,40,40,93,83,83
M08839,40,40,40,40,93,83,83
M08841,40,40,40,40,93,83,83
M08842,40,40,40,40,93,83,83
M08849,40,40,40,40,93,83,83
M08851,40,40,40,40,93,83,83
M08852,40,40,40,40,93,83,83
M08859,40,40,40,40,93,83,83
M08861,40,40,40,40,93,83,83
M08862,40,40,40,40,93,83,83
M08869,40,40,40,40,93,83,83
M08871,40,40,40,40,93,83,83
M08872,40,40,40,40,93,83,83
M08879,40,40,40,40,93,83,83
M0888,40,40,40,40,93,83,83
M0889,40,40,40,40,93,83,83
M0890,40,40,40,40,93,83,83
M08911,40,40,40,40,93,83,83
M08912,40,40,40,40,93,83,83
M08919,40,40,40,40,93,83,83
M08921,40,40,40,40,93,83,83
M08922,40,40,40,40,93,83,83
M08929,40,40,40,40,93,83,83
M08931,40,40,40,40,93,83,83
M08932,40,40,40,40,93,83,83
M08939,40,40,40,40,93,83,83
M08941,40,40,40,40,93,83,83
M08942,40,40,40,40,93,83,83
M08949,40,40,40,40,93,83,83
M08951,40,40,40,40,93,83,83
M08952,40,40,40,40,93,83,83
M08959,40,40,40,40,93,83,83
M08961,40,40,40,40,93,83,83
M08962,40,40,40,40,93,83,83
M08969,40,40,40,40,93,83,83
M08971,40,40,40,40,93,83,83
M08972,40,40,40,40,93,83,83
M08979,40,40,40,40,93,83,83
M0898,40,40,40,40,93,83,83
M0899,40,40,40,40,93,83,83
M089A,40,40,40,40,93,83,83
M1200,40,40,40,40,94,83,83
M12011,40,40,40,40,94,83,83
M12012,40,40,40,40,94,83,83
M12019,40,40,40,40,94,83,83
M12021,40,40,40,40,94,83,83
M12022,40,40,40,40,94,83,83
M12029,40,40,40,40,94,83,83
M12031,40,40,40,40,94,83,83
M12032,40,40,40,40,94,83,83
M12039,40,40,40,40,94,83,83
M12041,40,40,40,40,94,83,83
M12042,40,40,40,40,94,83,83
M12049,40,40,40,40,94,83,83
M12051,40,40,40,40,94,83,83
M12052,40,40,40,40,94,83,83
M12059,40,40,40,40,94,83,83
M12061,40,40,40,40,94,83,83
M12062,40,40,40,40,94,83,83
M12069,40,40,40,40,94,83,83
M12071,40,40,40,40,94,83,83
M12072,40,40,40,40,94,83,83
M12079,40,40,40,40,94,83,83
M1208,40,40,40,40,94,83,83
M1209,40,40,40,40,94,83,83
M300,40,40,40,40,94,84,84
M301,40,40,40,40,278,84,84
M302,40,40,40,40,94,84,84
M303,40,40,40,40,93,84,84
M308,40,40,40,40,94,84,84
M310,40,40,40,40,93,84,84
M3110,40,40,40,40,112,84,84
M3111,186,186,186,186,454,396,395
M3119,40,40,40,40,112,84,84
M312,40,40,40,40,93,84,84
M3130,40,40,40,40,93,84,84
M3131,40,40,40,40,93,84,84
M314,40,40,40,40,93,84,84
M315,40,40,40,40,94,84,84
M316,40,40,40,40,94,84,84
M317,40,40,40,40,94,84,84
M318,108,108,108,108,94,,
M319,108,108,108,108,94,,
M320,40,40,40,40,,84,84
M3210,40,40,40,40,94,84,84
M3211,40,40,40,40,94,84,84
M3212,40,40,40,40,94,84,84
M3213,40,40,40,40,94,84,84
M3213,112,112,112,112,280,227,227
M3214,40,40,40,40,94,84,84
M3214,141,,,,,,
M3215,40,40,40,40,94,84,84
M3215,141,,,,,,
M3219,40,40,40,40,94,84,84
M328,40,40,40,40,94,84,84
M329,40,40,40,40,94,84,84
M3300,40,40,40,40,93,84,83
M3301,40,40,40,40,93,84,83
M3301,112,112,112,112,280,227,227
M3302,40,40,40,40,93,84,83
M3302,75,,,,,,
M3303,40,40,40,40,93,84,83
M3309,40,40,40,40,93,84,83
M3310,40,40,40,40,93,84,83
M3311,40,40,40,40,93,84,83
M3311,112,112,112,112,280,227,227
M3312,40,40,40,40,93,84,83
M3312,75,,,,,,
M3313,40,40,40,40,93,84,83
M3319,40,40,40,40,93,84,83
M3320,40,40,40,40,93,84,83
M3321,40,40,40,40,93,84,83
M3321,112,112,112,112,280,227,227
M3322,40,40,40,40,93,84,83
M3322,75,,,,,,
M3329,40,40,40,40,93,84,83
M3390,40,40,40,40,93,84,83
M3391,40,40,40,40,93,84,83
M3391,112,112,112,112,280,227,227
M3392,40,40,40,40,93,84,83
M3392,75,,,,,,
M3393,40,40,40,40,93,84,83
M3399,40,40,40,40,93,84,83
M340,40,40,40,40,93,82,82
M341,40,40,40,40,93,82,82
M342,40,40,40,40,,82,82
M3481,40,40,40,40,93,82,82
M3481,112,112,112,112,278,227,226
M3482,40,40,40,40,93,82,82
M3482,75,,,,,,
M3483,40,40,40,40,93,82,82
M3483,75,75,75,75,,159,158
M3489,40,40,40,40,93,82,82
M349,40,40,40,40,93,82,82
M3500,40,40,40,40,,84,84
M3501,40,40,40,40,,84,84
M3502,40,40,40,40,280,84,84
M3502,112,112,112,112,,227,227
M3503,40,40,40,40,,84,84
M3503,75,,,,,,
M3504,40,40,40,40,,84,84
M3504,141,,,,,,
M3505,40,40,40,40,,84,84
M3506,40,40,40,40,,84,84
M3506,75,,,,,,
M3507,40,40,40,40,,84,84
M3508,40,40,40,40,,84,84
M3509,40,40,40,40,,84,84
M350A,40,40,40,40,,84,84
M350A,141,,,,,,
M350B,40,40,40,40,,84,84
M350C,40,40,40,40,,84,84
M351,40,40,40,40,,84,84
M352,40,40,40,40,94,83,83
M353,40,40,40,40,,,
M355,40,40,40,40,,84,84
M3581,2,2,2,2,2,,
M3589,40,40,40,40,,84,84
M359,40,40,40,40,,84,84
M360,40,40,40,40,93,84,83
M368,40,40,40,40,,84,84
M450,40,40,40,40,93,84,83
M451,40,40,40,40,93,84,83
M452,40,40,40,40,93,84,83
M453,40,40,40,40,93,84,83
M454,40,40,40,40,93,84,83
M455,40,40,40,40,93,84,83
M456,40,40,40,40,93,84,83
M457,40,40,40,40,93,84,83
M458,40,40,40,40,93,84,83
M459,40,40,40,40,93,84,83
M45A0,40,40,40,40,93,84,83
M45A1,40,40,40,40,93,84,83
M45A2,40,40,40,40,93,84,83
M45A3,40,40,40,40,93,84,83
M45A4,40,40,40,40,93,84,83
M45A5,40,40,40,40,93,84,83
M45A6,40,40,40,40,93,84,83
M45A7,40,40,40,40,93,84,83
M45A8,40,40,40,40,93,84,83
M45AB,40,40,40,40,93,84,83
M4600,40,40,40,40,,84,
M4601,40,40,40,40,,84,
M4602,40,40,40,40,,84,
M4603,40,40,40,40,,84,
M4604,40,40,40,40,,84,
M4605,40,40,40,40,,84,
M4606,40,40,40,40,,84,
M4607,40,40,40,40,,84,
M4608,40,40,40,40,,84,
M4609,40,40,40,40,,84,
M461,40,40,40,40,,84,
M4620,39,39,39,39,92,,
M4621,39,39,39,39,92,,
M4622,39,39,39,39,92,,
M4623,39,39,39,39,92,,
M4624,39,39,39,39,92,,
M4625,39,39,39,39,92,,
M4626,39,39,39,39,92,,
M4627,39,39,39,39,92,,
M4628,39,39,39,39,92,,
M4630,39,39,39,39,92,,
M4631,39,39,39,39,92,,
M4632,39,39,39,39,92,,
M4633,39,39,39,39,92,,
M4634,39,39,39,39,92,,
M4635,39,39,39,39,92,,
M4636,39,39,39,39,92,,
M4637,39,39,39,39,92,,
M4638,39,39,39,39,92,,
M4639,39,39,39,39,92,,
M4650,40,40,40,40,,84,
M4651,40,40,40,40,,84,
M4652,40,40,40,40,,84,
M4653,40,40,40,40,,84,
M4654,40,40,40,40,,84,
M4655,40,40,40,40,,84,
M4656,40,40,40,40,,84,
M4657,40,40,40,40,,84,
M4658,40,40,40,40,,84,
M4659,40,40,40,40,,84,
M4680,40,40,40,40,,84,
M4681,40,40,40,40,,84,
M4682,40,40,40,40,,84,
M4683,40,40,40,40,,84,
M4684,40,40,40,40,,84,
M4685,40,40,40,40,,84,
M4686,40,40,40,40,,84,
M4687,40,40,40,40,,84,
M4688,40,40,40,40,,84,
M4689,40,40,40,40,,84,
M4690,40,40,40,40,,84,
M4691,40,40,40,40,,84,
M4692,40,40,40,40,,84,
M4693,40,40,40,40,,84,
M4694,40,40,40,40,,84,
M4695,40,40,40,40,,84,
M4696,40,40,40,40,,84,
M4697,40,40,40,40,,84,
M4698,40,40,40,40,,84,
M4699,40,40,40,40,,84,
M4850XA,169,169,169,169,401,87,87
M4851XA,169,169,169,169,401,87,87
M4852XA,169,169,169,169,401,87,87
M4853XA,169,169,169,169,401,87,87
M4854XA,169,169,169,169,401,87,87
M4855XA,169,169,169,169,401,87,87
M4856XA,169,169,169,169,401,87,87
M4857XA,169,169,169,169,401,87,87
M4858XA,169,169,169,169,401,87,87
M488X1,40,40,40,40,93,84,83
M488X2,40,40,40,40,93,84,83
M488X3,40,40,40,40,93,84,83
M488X4,40,40,40,40,93,84,83
M488X5,40,40,40,40,93,84,83
M488X6,40,40,40,40,93,84,83
M488X7,40,40,40,40,93,84,83
M488X8,40,40,40,40,93,84,83
M488X9,40,40,40,40,93,84,83
M4980,40,40,40,40,,84,
M4981,40,40,40,40,,84,
M4982,40,40,40,40,,84,
M4983,40,40,40,40,,84,
M4984,40,40,40,40,,84,
M4985,40,40,40,40,,84,
M4986,40,40,40,40,,84,
M4987,40,40,40,40,,84,
M4988,40,40,40,40,,84,
M4989,40,40,40,40,,84,
M726,39,39,39,39,92,,
M8000XA,,,,,,87,87
M80011A,,,,,,87,87
M80012A,,,,,,87,87
M80019A,,,,,,87,87
M80021A,,,,,,87,87
M80022A,,,,,,87,87
M80029A,,,,,,87,87
M80031A,,,,,,87,87
M80032A,,,,,,87,87
