diagnosis_code,cms_hcc_esrd_v21,cms_hcc_esrd_v24,cms_hcc_v22,cms_hcc_v24,cms_hcc_v28,rx_hcc_v05,rx_hcc_v08
S58121S,189,189,189,189,,,
S58122A,173,173,173,173,405,,
S58122S,189,189,189,189,,,
S58129A,173,173,173,173,405,,
S58129S,189,189,189,189,,,
S58911A,173,173,173,173,405,,
S58911S,189,189,189,189,,,
S58912A,173,173,173,173,405,,
S58912S,189,189,189,189,,,
S58919A,173,173,173,173,405,,
S58919S,189,189,189,189,,,
S58921A,173,173,173,173,405,,
S58921S,189,189,189,189,,,
S58922A,173,173,173,173,405,,
S58922S,189,189,189,189,,,
S58929A,173,173,173,173,405,,
S58929S,189,189,189,189,,,
S68011S,189,189,189,189,,,
S68012S,189,189,189,189,,,
S68019S,189,189,189,189,,,
S68021S,189,189,189,189,,,
S68022S,189,189,189,189,,,
S68029S,189,189,189,189,,,
S68110S,189,189,189,189,,,
S68111S,189,189,189,189,,,
S68112S,189,189,189,189,,,
S68113S,189,189,189,189,,,
S68114S,189,189,189,189,,,
S68115S,189,189,189,189,,,
S68116S,189,189,189,189,,,
S68117S,189,189,189,189,,,
S68118S,189,189,189,189,,,
S68119S,189,189,189,189,,,
S68120S,189,189,189,189,,,
S68121S,189,189,189,189,,,
S68122S,189,189,189,189,,,
S68123S,189,189,189,189,,,
S68124S,189,189,189,189,,,
S68125S,189,189,189,189,,,
S68126S,189,189,189,189,,,
S68127S,189,189,189,189,,,
S68128S,189,189,189,189,,,
S68129S,189,189,189,189,,,
S68411A,173,173,173,173,405,,
S68411S,189,189,189,189,,,
S68412A,173,173,173,173,405,,
S68412S,189,189,189,189,,,
S68419A,173,173,173,173,405,,
S68419S,189,189,189,189,,,
S68421A,173,173,173,173,405,,
S68421S,189,189,189,189,,,
S68422A,173,173,173,173,405,,
S68422S,189,189,189,189,,,
S68429A,173,173,173,173,405,,
S68429S,189,189,189,189,,,
S68511S,189,189,189,189,,,
S68512S,189,189,189,189,,,
S68519S,189,189,189,189,,,
S68521S,189,189,189,189,,,
S68522S,189,189,189,189,,,
S68529S,189,189,189,189,,,
S68610S,189,189,189,189,,,
S68611S,189,189,189,189,,,
S68612S,189,189,189,189,,,
S68613S,189,189,189,189,,,
S68614S,189,189,189,189,,,
S68615S,189,189,189,189,,,
S68616S,189,189,189,189,,,
S68617S,189,189,189,189,,,
S68618S,189,189,189,189,,,
S68619S,189,189,189,189,,,
S68620S,189,189,189,189,,,
S68621S,189,189,189,189,,,
S68622S,189,189,189,189,,,
S68623S,189,189,189,189,,,
S68624S,189,189,189,189,,,
S68625S,189,189,189,189,,,
S68626S,189,189,189,189,,,
S68627S,189,189,189,189,,,
S68628S,189,189,189,189,,,
S68629S,189,189,189,189,,,
S68711A,173,173,173,173,405,,
S68711S,189,189,189,189,,,
S68712A,173,173,173,173,405,,
S68712S,189,189,189,189,,,
S68719A,173,173,173,173,405,,
S68719S,189,189,189,189,,,
S68721A,173,173,173,173,405,,
S68721S,189,189,189,189,,,
S68722A,173,173,173,173,405,,
S68722S,189,189,189,189,,,
S68729A,173,173,173,173,405,,
S68729S,189,189,189,189,,,
S72001A,170,170,170,170,402,,
S72001B,170,170,170,170,402,,
S72001C,170,170,170,170,402,,
S72002A,170,170,170,170,402,,
S72002B,170,170,170,170,402,,
S72002C,170,170,170,170,402,,
S72009A,170,170,170,170,402,,
S72009B,170,170,170,170,402,,
S72009C,170,170,170,170,402,,
S72011A,170,170,170,170,402,,
S72011B,170,170,170,170,402,,
S72011C,170,170,170,170,402,,
S72012A,170,170,170,170,402,,
S72012B,170,170,170,170,402,,
S72012C,170,170,170,170,402,,
S72019A,170,170,170,170,402,,
S72019B,170,170,170,170,402,,
S72019C,170,170,170,170,402,,
S72021A,170,170,170,170,402,,
S72021B,170,170,170,170,402,,
S72021C,170,170,170,170,402,,
S72022A,170,170,170,170,402,,
S72022B,170,170,170,170,402,,
S72022C,170,170,170,170,402,,
S72023A,170,170,170,170,402,,
S72023B,170,170,170,170,402,,
S72023C,170,170,170,170,402,,
S72024A,170,170,170,170,402,,
S72024B,170,170,170,170,402,,
S72024C,170,170,170,170,402,,
S72025A,170,170,170,170,402,,
S72025B,170,170,170,170,402,,
S72025C,170,170,170,170,402,,
S72026A,170,170,170,170,402,,
S72026B,170,170,170,170,402,,
S72026C,170,170,170,170,402,,
S72031A,170,170,170,170,402,,
S72031B,170,170,170,170,402,,
S72031C,170,170,170,170,402,,
S72032A,170,170,170,170,402,,
S72032B,170,170,170,170,402,,
S72032C,170,170,170,170,402,,
S72033A,170,170,170,170,402,,
S72033B,170,170,170,170,402,,
S72033C,170,170,170,170,402,,
S72034A,170,170,170,170,402,,
S72034B,170,170,170,170,402,,
S72034C,170,170,170,170,402,,
S72035A,170,170,170,170,402,,
S72035B,170,170,170,170,402,,
S72035C,170,170,170,170,402,,
S72036A,170,170,170,170,402,,
S72036B,170,170,170,170,402,,
S72036C,170,170,170,170,402,,
S72041A,170,170,170,170,402,,
S72041B,170,170,170,170,402,,
S72041C,170,170,170,170,402,,
S72042A,170,170,170,170,402,,
S72042B,170,170,170,170,402,,
S72042C,170,170,170,170,402,,
S72043A,170,170,170,170,402,,
S72043B,170,170,170,170,402,,
S72043C,170,170,170,170,402,,
S72044A,170,170,170,170,402,,
S72044B,170,170,170,170,402,,
S72044C,170,170,170,170,402,,
S72045A,170,170,170,170,402,,
S72045B,170,170,170,170,402,,
S72045C,170,170,170,170,402,,
S72046A,170,170,170,170,402,,
S72046B,170,170,170,170,402,,
S72046C,170,170,170,170,402,,
S72051A,170,170,170,170,402,,
S72051B,170,170,170,170,402,,
S72051C,170,170,170,170,402,,
S72052A,170,170,170,170,402,,
S72052B,170,170,170,170,402,,
S72052C,170,170,170,170,402,,
S72059A,170,170,170,170,402,,
S72059B,170,170,170,170,402,,
S72059C,170,170,170,170,402,,
S72061A,170,170,170,170,402,,
S72061B,170,170,170,170,402,,
S72061C,170,170,170,170,402,,
S72062A,170,170,170,170,402,,
S72062B,170,170,170,170,402,,
S72062C,170,170,170,170,402,,
S72063A,170,170,170,170,402,,
S72063B,170,170,170,170,402,,
S72063C,170,170,170,170,402,,
S72064A,170,170,170,170,402,,
S72064B,170,170,170,170,402,,
S72064C,170,170,170,170,402,,
S72065A,170,170,170,170,402,,
S72065B,170,170,170,170,402,,
S72065C,170,170,170,170,402,,
S72066A,170,170,170,170,402,,
S72066B,170,170,170,170,402,,
S72066C,170,170,170,170,402,,
S72091A,170,170,170,170,402,,
S72091B,170,170,170,170,402,,
S72091C,170,170,170,170,402,,
S72092A,170,170,170,170,402,,
S72092B,170,170,170,170,402,,
S72092C,170,170,170,170,402,,
S72099A,170,170,170,170,402,,
S72099B,170,170,170,170,402,,
S72099C,170,170,170,170,402,,
S72101A,170,170,170,170,402,,
S72101B,170,170,170,170,402,,
S72101C,170,170,170,170,402,,
S72102A,170,170,170,170,402,,
S72102B,170,170,170,170,402,,
S72102C,170,170,170,170,402,,
S72109A,170,170,170,170,402,,
S72109B,170,170,170,170,402,,
S72109C,170,170,170,170,402,,
S72111A,170,170,170,170,402,,
S72111B,170,170,170,170,402,,
S72111C,170,170,170,170,402,,
S72112A,170,170,170,170,402,,
S72112B,170,170,170,170,402,,
S72112C,170,170,170,170,402,,
S72113A,170,170,170,170,402,,
S72113B,170,170,170,170,402,,
S72113C,170,170,170,170,402,,
S72114A,170,170,170,170,402,,
S72114B,170,170,170,170,402,,
S72114C,170,170,170,170,402,,
S72115A,170,170,170,170,402,,
S72115B,170,170,170,170,402,,
S72115C,170,170,170,170,402,,
S72116A,170,170,170,170,402,,
S72116B,170,170,170,170,402,,
S72116C,170,170,170,170,402,,
S72121A,170,170,170,170,402,,
S72121B,170,170,170,170,402,,
S72121C,170,170,170,170,402,,
S72122A,170,170,170,170,402,,
S72122B,170,170,170,170,402,,
S72122C,170,170,170,170,402,,
S72123A,170,170,170,170,402,,
S72123B,170,170,170,170,402,,
S72123C,170,170,170,170,402,,
S72124A,170,170,170,170,402,,
S72124B,170,170,170,170,402,,
S72124C,170,170,170,170,402,,
S72125A,170,170,170,170,402,,
S72125B,170,170,170,170,402,,
S72125C,170,170,170,170,402,,
S72126A,170,170,170,170,402,,
S72126B,170,170,170,170,402,,
S72126C,170,170,170,170,402,,
S72131A,170,170,170,170,402,,
S72131B,170,170,170,170,402,,
S72131C,170,170,170,170,402,,
S72132A,170,170,170,170,402,,
S72132B,170,170,170,170,402,,
S72132C,170,170,170,170,402,,
S72133A,170,170,170,170,402,,
S72133B,170,170,170,170,402,,
S72133C,170,170,170,170,402,,
S72134A,170,170,170,170,402,,
S72134B,170,170,170,170,402,,
S72134C,170,170,170,170,402,,
S72135A,170,170,170,170,402,,
S72135B,170,170,170,170,402,,
S72135C,170,170,170,170,402,,
S72136A,170,170,170,170,402,,
S72136B,170,170,170,170,402,,
S72136C,170,170,170,170,402,,
S72141A,170,170,170,170,402,,
S72141B,170,170,170,170,402,,
S72141C,170,170,170,170,402,,
S72142A,170,170,170,170,402,,
S72142B,170,170,170,170,402,,
S72142C,170,170,170,170,402,,
S72143A,170,170,170,170,402,,
S72143B,170,170,170,170,402,,
S72143C,170,170,170,170,402,,
S72144A,170,170,170,170,402,,
S72144B,170,170,170,170,402,,
S72144C,170,170,170,170,402,,
S72145A,170,170,170,170,402,,
S72145B,170,170,170,170,402,,
S72145C,170,170,170,170,402,,
S72146A,170,170,170,170,402,,
S72146B,170,170,170,170,402,,
S72146C,170,170,170,170,402,,
S7221XA,170,170,170,170,402,,
S7221XB,170,170,170,170,402,,
S7221XC,170,170,170,170,402,,
S7222XA,170,170,170,170,402,,
S7222XB,170,170,170,170,402,,
S7222XC,170,170,170,170,402,,
S7223XA,170,170,170,170,402,,
S7223XB,170,170,170,170,402,,
S7223XC,170,170,170,170,402,,
S7224XA,170,170,170,170,402,,
S7224XB,170,170,170,170,402,,
S7224XC,170,170,170,170,402,,
S7225XA,170,170,170,170,402,,
S7225XB,170,170,170,170,402,,
S7225XC,170,170,170,170,402,,
S7226XA,170,170,170,170,402,,
S7226XB,170,170,170,170,402,,
S7226XC,170,170,170,170,402,,
S72301A,170,170,170,170,402,,
S72301B,170,170,170,170,402,,
S72301C,170,170,170,170,402,,
S72302A,170,170,170,170,402,,
S72302B,170,170,170,170,402,,
S72302C,170,170,170,170,402,,
S72309A,170,170,170,170,402,,
S72309B,170,170,170,170,402,,
S72309C,170,170,170,170,402,,
S72321A,170,170,170,170,402,,
S72321B,170,170,170,170,402,,
S72321C,170,170,170,170,402,,
S72322A,170,170,170,170,402,,
S72322B,170,170,170,170,402,,
S72322C,170,170,170,170,402,,
S72323A,170,170,170,170,402,,
S72323B,170,170,170,170,402,,
S72323C,170,170,170,170,402,,
S72324A,170,170,170,170,402,,
S72324B,170,170,170,170,402,,
S72324C,170,170,170,170,402,,
S72325A,170,170,170,170,402,,
S72325B,170,170,170,170,402,,
S72325C,170,170,170,170,402,,
S72326A,170,170,170,170,402,,
S72326B,170,170,170,170,402,,
S72326C,170,170,170,170,402,,
S72331A,170,170,170,170,402,,
S72331B,170,170,170,170,402,,
S72331C,170,170,170,170,402,,
S72332A,170,170,170,170,402,,
S72332B,170,170,170,170,402,,
S72332C,170,170,170,170,402,,
S72333A,170,170,170,170,402,,
S72333B,170,170,170,170,402,,
S72333C,170,170,170,170,402,,
S72334A,170,170,170,170,402,,
S72334B,170,170,170,170,402,,
S72334C,170,170,170,170,402,,
S72335A,170,170,170,170,402,,
S72335B,170,170,170,170,402,,
S72335C,170,170,170,170,402,,
S72336A,170,170,170,170,402,,
S72336B,170,170,170,170,402,,
S72336C,170,170,170,170,402,,
S72341A,170,170,170,170,402,,
S72341B,170,170,170,170,402,,
S72341C,170,170,170,170,402,,
S72342A,170,170,170,170,402,,
S72342B,170,170,170,170,402,,
S72342C,170,170,170,170,402,,
S72343A,170,170,170,170,402,,
S72343B,170,170,170,170,402,,
S72343C,170,170,170,170,402,,
S72344A,170,170,170,170,402,,
S72344B,170,170,170,170,402,,
S72344C,170,170,170,170,402,,
S72345A,170,170,170,170,402,,
S72345B,170,170,170,170,402,,
S72345C,170,170,170,170,402,,
S72346A,170,170,170,170,402,,
S72346B,170,170,170,170,402,,
S72346C,170,170,170,170,402,,
S72351A,170,170,170,170,402,,
S72351B,170,170,170,170,402,,
S72351C,170,170,170,170,402,,
S72352A,170,170,170,170,402,,
S72352B,170,170,170,170,402,,
S72352C,170,170,170,170,402,,
S72353A,170,170,170,170,402,,
S72353B,170,170,170,170,402,,
S72353C,170,170,170,170,402,,
S72354A,170,170,170,170,402,,
S72354B,170,170,170,170,402,,
S72354C,170,170,170,170,402,,
S72355A,170,170,170,170,402,,
S72355B,170,170,170,170,402,,
S72355C,170,170,170,170,402,,
S72356A,170,170,170,170,402,,
S72356B,170,170,170,170,402,,
S72356C,170,170,170,170,402,,
S72361A,170,170,170,170,402,,
S72361B,170,170,170,170,402,,
S72361C,170,170,170,170,402,,
S72362A,170,170,170,170,402,,
S72362B,170,170,170,170,402,,
S72362C,170,170,170,170,402,,
S72363A,170,170,170,170,402,,
S72363B,170,170,170,170,402,,
S72363C,170,170,170,170,402,,
S72364A,170,170,170,170,402,,
S72364B,170,170,170,170,402,,
S72364C,170,170,170,170,402,,
S72365A,170,170,170,170,402,,
S72365B,170,170,170,170,402,,
S72365C,170,170,170,170,402,,
S72366A,170,170,170,170,402,,
S72366B,170,170,170,170,402,,
S72366C,170,170,170,170,402,,
S72391A,170,170,170,170,402,,
S72391B,170,170,170,170,402,,
S72391C,170,170,170,170,402,,
S72392A,170,170,170,170,402,,
S72392B,170,170,170,170,402,,
S72392C,170,170,170,170,402,,
S72399A,170,170,170,170,402,,
S72399B,170,170,170,170,402,,
S72399C,170,170,170,170,402,,
S72401A,170,170,170,170,402,,
S72401B,170,170,170,170,402,,
S72401C,170,170,170,170,402,,
S72402A,170,170,170,170,402,,
S72402B,170,170,170,170,402,,
S72402C,170,170,170,170,402,,
S72409A,170,170,170,170,402,,
S72409B,170,170,170,170,402,,
S72409C,170,170,170,170,402,,
S72411A,170,170,170,170,402,,
S72411B,170,170,170,170,402,,
S72411C,170,170,170,170,402,,
S72412A,170,170,170,170,402,,
S72412B,170,170,170,170,402,,
S72412C,170,170,170,170,402,,
S72413A,170,170,170,170,402,,
S72413B,170,170,170,170,402,,
S72413C,170,170,170,170,402,,
S72414A,170,170,170,170,402,,
S72414B,170,170,170,170,402,,
S72414C,170,170,170,170,402,,
S72415A,170,170,170,170,402,,
S72415B,170,170,170,170,402,,
S72415C,170,170,170,170,402,,
S72416A,170,170,170,170,402,,
S72416B,170,170,170,170,402,,
S72416C,170,170,170,170,402,,
S72421A,170,170,170,170,402,,
S72421B,170,170,170,170,402,,
S72421C,170,170,170,170,402,,
S72422A,170,170,170,170,402,,
S72422B,170,170,170,170,402,,
S72422C,170,170,170,170,402,,
S72423A,170,170,170,170,402,,
S72423B,170,170,170,170,402,,
S72423C,170,170,170,170,402,,
S72424A,170,170,170,170,402,,
S72424B,170,170,170,170,402,,
S72424C,170,170,170,170,402,,
S72425A,170,170,170,170,402,,
S72425B,170,170,170,170,402,,
S72425C,170,170,170,170,402,,
S72426A,170,170,170,170,402,,
S72426B,170,170,170,170,402,,
S72426C,170,170,170,170,402,,
S72431A,170,170,170,170,402,,
S72431B,170,170,170,170,402,,
S72431C,170,170,170,170,402,,
S72432A,170,170,170,170,402,,
S72432B,170,170,170,170,402,,
S72432C,170,170,170,170,402,,
S72433A,170,170,170,170,402,,
S72433B,170,170,170,170,402,,
S72433C,170,170,170,170,402,,
S72434A,170,170,170,170,402,,
S72434B,170,170,170,170,402,,
S72434C,170,170,170,170,402,,
S72435A,170,170,170,170,402,,
S72435B,170,170,170,170,402,,
S72435C,170,170,170,170,402,,
S72436A,170,170,170,170,402,,
S72436B,170,170,170,170,402,,
S72436C,170,170,170,170,402,,
S72441A,170,170,170,170,402,,
S72441B,170,170,170,170,402,,
S72441C,170,170,170,170,402,,
S72442A,170,170,170,170,402,,
S72442B,170,170,170,170,402,,
S72442C,170,170,170,170,402,,
S72443A,170,170,170,170,402,,
S72443B,170,170,170,170,402,,
S72443C,170,170,170,170,402,,
S72444A,170,170,170,170,402,,
S72444B,170,170,170,170,402,,
S72444C,170,170,170,170,402,,
S72445A,170,170,170,170,402,,
S72445B,170,170,170,170,402,,
S72445C,170,170,170,170,402,,
S72446A,170,170,170,170,402,,
S72446B,170,170,170,170,402,,
S72446C,170,170,170,170,402,,
S72451A,170,170,170,170,402,,
S72451B,170,170,170,170,402,,
S72451C,170,170,170,170,402,,
S72452A,170,170,170,170,402,,
S72452B,170,170,170,170,402,,
S72452C,170,170,170,170,402,,
S72453A,170,170,170,170,402,,
S72453B,170,170,170,170,402,,
S72453C,170,170,170,170,402,,
S72454A,170,170,170,170,402,,
S72454B,170,170,170,170,402,,
S72454C,170,170,170,170,402,,
S72455A,170,170,170,170,402,,
S72455B,170,170,170,170,402,,
S72455C,170,170,170,170,402,,
S72456A,170,170,170,170,402,,
S72456B,170,170,170,170,402,,
S72456C,170,170,170,170,402,,
S72461A,170,170,170,170,402,,
S72461B,170,170,170,170,402,,
S72461C,170,170,170,170,402,,
S72462A,170,170,170,170,402,,
S72462B,170,170,170,170,402,,
S72462C,170,170,170,170,402,,
S72463A,170,170,170,170,402,,
S72463B,170,170,170,170,402,,
S72463C,170,170,170,170,402,,
S72464A,170,170,170,170,402,,
S72464B,170,170,170,170,402,,
S72464C,170,170,170,170,402,,
S72465A,170,170,170,170,402,,
S72465B,170,170,170,170,402,,
S72465C,170,170,170,170,402,,
S72466A,170,170,170,170,402,,
S72466B,170,170,170,170,402,,
S72466C,170,170,170,170,402,,
S72471A,170,170,170,170,402,,
S72472A,170,170,170,170,402,,
S72479A,170,170,170,170,402,,
S72491A,170,170,170,170,402,,
S72491B,170,170,170,170,402,,
S72491C,170,170,170,170,402,,
S72492A,170,170,170,170,402,,
S72492B,170,170,170,170,402,,
S72492C,170,170,170,170,402,,
S72499A,170,170,170,170,402,,
S72499B,170,170,170,170,402,,
S72499C,170,170,170,170,402,,
S728X1A,170,170,170,170,402,,
S728X1B,170,170,170,170,402,,
S728X1C,170,170,170,170,402,,
S728X2A,170,170,170,170,402,,
S728X2B,170,170,170,170,402,,
S728X2C,170,170,170,170,402,,
S728X9A,170,170,170,170,402,,
S728X9B,170,170,170,170,402,,
S728X9C,170,170,170,170,402,,
S7290XA,170,170,170,170,402,,
S7290XB,170,170,170,170,402,,
S7290XC,170,170,170,170,402,,
S7291XA,170,170,170,170,402,,
S7291XB,170,170,170,170,402,,
S7291XC,170,170,170,170,402,,
S7292XA,170,170,170,170,402,,
S7292XB,170,170,170,170,402,,
S7292XC,170,170,170,170,402,,
S73001A,170,170,170,170,402,,
S73002A,170,170,170,170,402,,
S73003A,170,170,170,170,402,,
S73004A,170,170,170,170,402,,
S73005A,170,170,170,170,402,,
S73006A,170,170,170,170,402,,
S73011A,170,170,170,170,402,,
S73012A,170,170,170,170,402,,
S73013A,170,170,170,170,402,,
S73014A,170,170,170,170,402,,
S73015A,170,170,170,170,402,,
S73016A,170,170,170,170,402,,
S73021A,170,170,170,170,402,,
S73022A,170,170,170,170,402,,
S73023A,170,170,170,170,402,,
S73024A,170,170,170,170,402,,
S73025A,170,170,170,170,402,,
S73026A,170,170,170,170,402,,
S73031A,170,170,170,170,402,,
S73032A,170,170,170,170,402,,
S73033A,170,170,170,170,402,,
S73034A,170,170,170,170,402,,
S73035A,170,170,170,170,402,,
S73036A,170,170,170,170,402,,
S73041A,170,170,170,170,402,,
S73042A,170,170,170,170,402,,
S73043A,170,170,170,170,402,,
S73044A,170,170,170,170,402,,
S73045A,170,170,170,170,402,,
S73046A,170,170,170,170,402,,
S78011A,173,173,173,173,405,,
S78011D,189,189,189,189,,,
S78011S,189,189,189,189,,,
S78012A,173,173,173,173,405,,
S78012D,189,189,189,189,,,
S78012S,189,189,189,189,,,
S78019A,173,173,173,173,405,,
S78019D,189,189,189,189,,,
S78019S,189,189,189,189,,,
S78021A,173,173,173,173,405,,
S78021D,189,189,189,189,,,
S78021S,189,189,189,189,,,
S78022A,173,173,173,173,405,,
S78022D,189,189,189,189,,,
S78022S,189,189,189,189,,,
S78029A,173,173,173,173,405,,
S78029D,189,189,189,189,,,
S78029S,189,189,189,189,,,
S78111A,173,173,173,173,405,,
S78111D,189,189,189,189,,,
S78111S,189,189,189,189,,,
S78112A,173,173,173,173,405,,
S78112D,189,189,189,189,,,
S78112S,189,189,189,189,,,
S78119A,173,173,173,173,405,,
S78119D,189,189,189,189,,,
S78119S,189,189,189,189,,,
S78121A,173,173,173,173,405,,
S78121D,189,189,189,189,,,
S78121S,189,189,189,189,,,
S78122A,173,173,173,173,405,,
S78122D,189,189,189,189,,,
S78122S,189,189,189,189,,,
S78129A,173,173,173,173,405,,
S78129D,189,189,189,189,,,
S78129S,189,189,189,189,,,
S78911A,173,173,173,173,405,,
S78911D,189,189,189,189,,,
S78911S,189,189,189,189,,,
S78912A,173,173,173,173,405,,
S78912D,189,189,189,189,,,
S78912S,189,189,189,189,,,
S78919A,173,173,173,173,405,,
S78919D,189,189,189,189,,,
S78919S,189,189,189,189,,,
S78921A,173,173,173,173,405,,
S78921D,189,189,189,189,,,
S78921S,189,189,189,189,,,
S78922A,173,173,173,173,405,,
S78922D,189,189,189,189,,,
S78922S,189,189,189,189,,,
S78929A,173,173,173,173,405,,
S78929D,189,189,189,189,,,
S78929S,189,189,189,189,,,
S79001A,170,170,170,170,402,,
S79002A,170,170,170,170,402,,
S79009A,170,170,170,170,402,,
S79011A,170,170,170,170,402,,
S79012A,170,170,170,170,402,,
S79019A,170,170,170,170,402,,
S79091A,170,170,170,170,402,,
S79092A,170,170,170,170,402,,
S79099A,170,170,170,170,402,,
S79101A,170,170,170,170,402,,
S79102A,170,170,170,170,402,,
S79109A,170,170,170,170,402,,
S79111A,170,170,170,170,402,,
S79112A,170,170,170,170,402,,
S79119A,170,170,170,170,402,,
S79121A,170,170,170,170,402,,
S79122A,170,170,170,170,402,,
S79129A,170,170,170,170,402,,
S79131A,170,170,170,170,402,,
S79132A,170,170,170,170,402,,
S79139A,170,170,170,170,402,,
S79141A,170,170,170,170,402,,
S79142A,170,170,170,170,402,,
S79149A,170,170,170,170,402,,
S79191A,170,170,170,170,402,,
S79192A,170,170,170,170,402,,
S79199A,170,170,170,170,402,,
S88011A,173,173,173,173,405,,
S88011D,189,189,189,189,,,
S88011S,189,189,189,189,,,
S88012A,173,173,173,173,405,,
S88012D,189,189,189,189,,,
S88012S,189,189,189,189,,,
S88019A,173,173,173,173,405,,
S88019D,189,189,189,189,,,
S88019S,189,189,189,189,,,
S88021A,173,173,173,173,405,,
S88021D,189,189,189,189,,,
S88021S,189,189,189,189,,,
S88022A,173,173,173,173,405,,
S88022D,189,189,189,189,,,
S88022S,189,189,189,189,,,
S88029A,173,173,173,173,405,,
S88029D,189,189,189,189,,,
S88029S,189,189,189,189,,,
S88111A,173,173,173,173,405,,
S88111D,189,189,189,189,,,
S88111S,189,189,189,189,,,
S88112A,173,173,173,173,405,,
S88112D,189,189,189,189,,,
S88112S,189,189,189,189,,,
S88119A,173,173,173,173,405,,
S88119D,189,189,189,189,,,
S88119S,189,189,189,189,,,
S88121A,173,173,173,173,405,,
S88121D,189,189,189,189,,,
S88121S,189,189,189,189,,,
S88122A,173,173,173,173,405,,
S88122D,189,189,189,189,,,
S88122S,189,189,189,189,,,
S88129A,173,173,173,173,405,,
S88129D,189,189,189,189,,,
S88129S,189,189,189,189,,,
S88911A,173,173,173,173,405,,
S88911D,189,189,189,189,,,
S88911S,189,189,189,189,,,
S88912A,173,173,173,173,405,,
S88912D,189,189,189,189,,,
S88912S,189,189,189,189,,,
S88919A,173,173,173,173,405,,
S88919D,189,189,189,189,,,
S88919S,189,189,189,189,,,
S88921A,173,173,173,173,405,,
S88921D,189,189,189,189,,,
S88921S,189,189,189,189,,,
S88922A,173,173,173,173,405,,
S88922D,189,189,189,189,,,
S88922S,189,189,189,189,,,
S88929A,173,173,173,173,405,,
S88929D,189,189,189,189,,,
S88929S,189,189,189,189,,,
S98011A,173,173,173,173,405,,
S98011D,189,189,189,189,,,
S98011S,189,189,189,189,,,
S98012A,173,173,173,173,405,,
S98012D,189,189,189,189,,,
S98012S,189,189,189,189,,,
S98019A,173,173,173,173,405,,
S98019D,189,189,189,189,,,
S98019S,189,189,189,189,,,
S98021A,173,173,173,173,405,,
S98021D,189,189,189,189,,,
S98021S,189,189,189,189,,,
S98022A,173,173,173,173,405,,
S98022D,189,189,189,189,,,
S98022S,189,189,189,189,,,
S98029A,173,173,173,173,405,,
S98029D,189,189,189,189,,,
S98029S,189,189,189,189,,,
S98111A,173,173,173,173,,,
S98111D,189,189,189,189,,,
S98111S,189,189,189,189,,,
S98112A,173,173,173,173,,,
S98112D,189,189,189,189,,,
S98112S,189,189,189,189,,,
S98119A,173,173,173,173,,,
S98119D,189,189,189,189,,,
S98119S,189,189,189,189,,,
S98121A,173,173,173,173,,,
S98121D,189,189,189,189,,,
